_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
286671,4152979,2017,2020,1962,PRIVATE,04,Parkdale-High Park,79 JAMESON AVE,7,121,2020-10-22,79,Evaluation needs to be conducted in 2 years,18,5,4,5,4,4,4,4,4,4,N/A,4,4,4,4,3,3,4,3,4,N/A,S0437,43.6343864114,-79.4346789323,310055.132,4832495.286
286672,4152933,2017,2020,1973,PRIVATE,04,Parkdale-High Park,299 GLENLAKE AVE,30,233,2020-10-22,79,Evaluation needs to be conducted in 2 years,19,5,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,3,N/A,S0428,43.656888484,-79.465364295,307575.602,4834997.723
286673,4155094,2017,2020,1950,PRIVATE,05,York South-Weston,2 GREENTREE CRT,3,29,2020-10-22,80,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,4,N/A,3,N/A,4,5,5,5,4,4,3,N/A,4,3,N/A,W0532,43.6929246755,-79.4786023031,306509.343,4838996.769
286674,4155118,2017,2020,1960,PRIVATE,05,York South-Weston,3 GREENTREE CRT,3,45,2020-10-22,75,Evaluation needs to be conducted in 2 years,15,3,2,4,3,4,4,N/A,4,N/A,N/A,4,3,5,4,4,4,N/A,4,4,N/A,W0532,43.6924423305,-79.478539855,306514.389,4838943.183
286675,4155095,2017,2020,1955,PRIVATE,05,York South-Weston,4 GREENTREE CRT,4,43,2020-10-22,78,Evaluation needs to be conducted in 2 years,16,3,4,5,4,4,4,N/A,3,N/A,4,4,5,5,4,4,3,N/A,3,3,N/A,W0532,43.6926919823,-79.4790165335,306475.957,4838970.911
286676,4155143,2017,2020,1954,PRIVATE,05,York South-Weston,133 WOODWARD AVE,3,11,2020-10-22,73,Evaluation needs to be conducted in 2 years,16,4,3,5,4,2,4,N/A,3,N/A,3,4,3,5,4,4,4,N/A,4,2,N/A,W0525,43.7094490661,-79.5079325701,304145.213,4840832.415
286677,4154316,2017,2020,1953,PRIVATE,05,York South-Weston,2639 KEELE ST,3,11,2020-10-22,68,Evaluation needs to be conducted in 2 years,16,3,3,3,4,3,4,N/A,3,N/A,3,4,3,5,3,4,3,N/A,4,2,N/A,W0523,43.721008261,-79.4803100751,306370.985,4842116.682
286678,4154223,2017,2020,1972,PRIVATE,07,Humber River-Black Creek,160 CHALKFARM DR,23,466,2020-10-22,68,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,3,3,3,3,N/A,3,3,5,3,4,4,3,3,3,N/A,W0734,43.7243235641,-79.5147486407,303596.246,4842484.943
286679,4154222,2017,2020,1972,PRIVATE,07,Humber River-Black Creek,170 CHALKFARM DR,23,262,2020-10-22,66,Evaluation needs to be conducted in 2 years,19,3,3,3,3,3,3,3,3,3,N/A,3,4,5,3,4,3,3,4,3,4,W0734,43.7242716939,-79.5134047928,303704.517,4842479.159
286680,4154221,2017,2020,1972,PRIVATE,07,Humber River-Black Creek,180 CHALKFARM DR,23,263,2020-10-22,68,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,3,3,3,3,N/A,3,4,5,3,4,4,2,4,3,3,W0734,43.7240484372,-79.5118150261,303832.597,4842454.334
286681,4155457,2017,2020,1969,PRIVATE,01,Etobicoke North,10 GARFELLA DR,7,143,2020-10-22,68,Evaluation needs to be conducted in 2 years,18,4,5,4,3,4,3,3,2,5,N/A,2,4,3,2,3,3,5,3,3,N/A,W0123,43.7453896515,-79.5931218294,297284.473,4844829.467
286682,4155119,2017,2020,1960,PRIVATE,05,York South-Weston,40 TRETHEWEY DR,3,45,2020-10-22,77,Evaluation needs to be conducted in 2 years,15,3,3,5,4,3,4,N/A,4,N/A,N/A,4,3,5,4,4,4,N/A,4,4,N/A,W0532,43.6926109398,-79.4780640156,306552.743,4838961.923
286683,4153342,2017,2020,1969,PRIVATE,12,Toronto-St. Paul's,355 ST CLAIR AVE W,24,168,2020-10-22,93,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,3,4,5,4,5,5,5,4,5,5,5,4,4,5,S1236,43.6839008332,-79.4127883698,311815.717,4837997.694
286684,4167767,2017,2020,1974,TCHC,05,York South-Weston,710 TRETHEWEY DR,19,165,2020-10-22,78,Evaluation needs to be conducted in 2 years,18,4,3,5,3,3,5,3,5,3,N/A,4,4,4,4,4,5,4,4,3,N/A,W0528,43.697803447,-79.499827299,304798.114,4839539.581
286685,4155621,2017,2020,1967,TCHC,05,York South-Weston,1570 JANE ST,6,76,2020-10-22,77,Evaluation needs to be conducted in 2 years,19,3,4,5,3,3,3,3,4,3,N/A,3,5,5,3,4,4,5,4,4,5,W0527,43.6990884103,-79.5033968088,304510.668,4839681.395
286686,4154627,2017,2020,1964,PRIVATE,06,York Centre,6000 BATHURST ST,12,108,2020-10-21,79,Evaluation needs to be conducted in 2 years,20,3,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,3,4,N0622,43.7853449886,-79.4468063117,309066.026,4849265.373
286687,4154597,2017,2020,1949,PRIVATE,06,York Centre,26 ROSSEAU RD,3,11,2020-10-21,88,Evaluation needs to be conducted in 3 years,16,4,4,5,4,3,4,N/A,4,N/A,4,4,5,5,5,4,5,N/A,5,5,N/A,N0629,43.743239984,-79.4377635242,309797.298,4844588.17
286688,4155875,2017,2020,1967,PRIVATE,02,Etobicoke Centre,5 CAPRI RD,25,329,2020-10-21,76,Evaluation needs to be conducted in 2 years,19,3,3,5,4,2,5,3,4,3,2,3,4,5,4,4,4,5,5,4,N/A,W0232,43.651709561,-79.564536328,299578.285,4834420.709
286689,4154312,2017,2020,1955,PRIVATE,05,York South-Weston,2597 KEELE ST,4,39,2020-10-21,76,Evaluation needs to be conducted in 2 years,18,4,3,5,4,3,4,N/A,3,4,3,5,4,5,3,4,4,3,4,3,N/A,W0523,43.718801135,-79.4798728535,306406.27,4841871.496
286690,4155453,2018,2020,1976,PRIVATE,01,Etobicoke North,2737 KIPLING AVE,23,416,2020-10-21,72,Evaluation needs to be conducted in 2 years,18,5,5,5,3,4,4,3,2,3,N/A,4,5,5,3,2,3,3,4,2,N/A,W0124,43.753301348,-79.586565549,297813.2,4845708.779
286691,4152954,2017,2020,1964,PRIVATE,04,Parkdale-High Park,200 DUFFERIN ST,14,251,2020-10-21,80,Evaluation needs to be conducted in 2 years,20,5,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,5,S0437,43.6371520569,-79.427091443,310667.098,4832802.995
286692,4155449,2017,2020,1974,PRIVATE,01,Etobicoke North,18 PANORAMA CRT,17,204,2020-10-21,78,Evaluation needs to be conducted in 2 years,20,4,5,5,3,4,4,4,3,4,3,4,5,5,4,4,3,3,4,3,4,W0124,43.7471776431,-79.5819972103,298180.653,4845027.131
286693,4154320,2017,2020,1958,PRIVATE,05,York South-Weston,512 RUSTIC RD,3,23,2020-10-21,80,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,4,N/A,4,N/A,4,4,4,5,3,4,4,4,4,4,N/A,W0523,43.7187817159,-79.4792140012,306459.358,4841869.352
286694,4329035,2018,2020,1949,PRIVATE,06,York Centre,14 ROSSEAU RD,3,11,2020-10-21,81,Evaluation needs to be conducted in 2 years,16,4,5,4,3,3,4,N/A,4,N/A,3,3,3,5,5,4,5,N/A,5,5,N/A,N0629,43.7422145294,-79.437433562,309823.955,4844474.267
286695,4154585,2017,2020,1951,PRIVATE,06,York Centre,15 ROSSEAU RD,3,11,2020-10-21,80,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,4,N/A,2,4,4,5,4,5,4,N/A,3,4,N/A,N0629,43.7425559066,-79.436710293,309882.181,4844512.23
286696,4154586,2017,2020,1953,PRIVATE,06,York Centre,17 ROSSEAU RD,3,11,2020-10-21,74,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,4,N/A,4,N/A,4,3,4,5,4,4,3,N/A,3,3,N/A,N0629,43.7427089164,-79.4368688543,309869.398,4844529.22
286697,4154587,2017,2020,1955,PRIVATE,06,York Centre,19 ROSSEAU RD,3,11,2020-10-21,78,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,4,N/A,4,N/A,4,4,3,5,4,4,4,N/A,3,3,N/A,N0629,43.7429016384,-79.4368905262,309867.637,4844550.629
286698,4154588,2017,2020,1955,PRIVATE,06,York Centre,21 ROSSEAU RD,3,11,2020-10-21,76,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,4,N/A,4,N/A,3,4,3,5,4,4,4,N/A,3,3,N/A,N0629,43.743072408,-79.4368800635,309868.466,4844569.601
286699,4154621,2017,2020,1965,PRIVATE,06,York Centre,25 CEDARCROFT BLVD,13,132,2020-10-21,70,Evaluation needs to be conducted in 2 years,18,3,3,5,2,3,3,3,5,3,N/A,3,4,5,3,4,4,4,3,3,N/A,N0622,43.7831736555,-79.4474072647,309017.799,4849024.107
286700,4155913,2017,2020,1970,TCHC,05,York South-Weston,40 FALSTAFF AVE,19,224,2020-10-21,78,Evaluation needs to be conducted in 2 years,20,3,5,5,3,4,4,3,4,3,4,3,4,4,5,4,4,5,4,3,4,W0522,43.7164444337,-79.504365644,304432.719,4841609.528
286701,4154469,2017,2020,1970,PRIVATE,07,Humber River-Black Creek,390 SENTINEL RD,4,53,2020-10-21,66,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,4,N/A,3,3,N/A,3,2,4,4,4,4,4,3,2,N/A,W0731,43.7602548577,-79.5002027299,304768.3,4846476.582
286702,4154470,2017,2020,1966,PRIVATE,07,Humber River-Black Creek,391 SENTINEL RD,4,44,2020-10-21,75,Evaluation needs to be conducted in 2 years,17,3,3,3,4,4,4,N/A,4,4,N/A,4,3,5,3,4,4,4,4,4,N/A,W0731,43.7602818032,-79.4991391395,304853.94,4846479.576
286703,4154473,2017,2020,1970,PRIVATE,07,Humber River-Black Creek,470 SENTINEL RD,22,370,2020-10-21,77,Evaluation needs to be conducted in 2 years,19,3,3,4,5,4,4,3,4,3,N/A,4,5,5,4,4,4,3,5,3,3,W0726,43.7629761181,-79.502065617,304618.306,4846778.908
286704,4154623,2017,2020,1960,PRIVATE,06,York Centre,155 ANTIBES DR,17,259,2020-10-21,79,Evaluation needs to be conducted in 2 years,20,3,4,5,3,4,4,4,4,4,3,4,5,5,4,5,5,3,3,3,4,N0622,43.7820891856,-79.4459161033,309137.897,4848903.701
286705,4167763,2017,2020,1980,TCHC,07,Humber River-Black Creek,5 NEEDLE FIRWAY,12,137,2020-10-20,79,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,3,3,3,N/A,3,5,5,4,3,4,5,5,3,3,W0729,43.752566895,-79.518797427,303270.559,4845623.647
286706,4155304,2017,2020,1979,TCHC,03,Etobicoke-Lakeshore,49 MABELLE AVE,13,128,2020-10-20,88,Evaluation needs to be conducted in 3 years,19,5,4,5,3,5,4,4,4,4,N/A,4,5,5,5,5,5,4,5,4,4,W0321,43.6449745319,-79.5285857923,302478.099,4833670.075
286707,4274218,2017,2020,1962,TCHC,03,Etobicoke-Lakeshore,57 MABELLE AVE,19,255,2020-10-20,85,Evaluation needs to be conducted in 2 years,19,4,4,5,5,4,4,4,4,4,N/A,4,5,5,4,4,4,4,5,3,5,W0321,43.646310516,-79.530501016,302329.86,4833829.218
286708,4154568,2017,2020,1958,PRIVATE,06,York Centre,417 WILSON AVE,3,10,2020-10-20,76,Evaluation needs to be conducted in 2 years,16,3,4,5,4,3,3,N/A,4,N/A,N/A,4,4,4,4,4,4,3,4,4,N/A,N0633,43.735946368,-79.4396551078,309645.512,4843777.796
286709,4154567,2017,2020,1995,TCHC,06,York Centre,495 WILSON AVE,5,132,2020-10-20,84,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,5,4,4,N/A,4,5,5,4,4,4,4,4,4,4,N0633,43.734757435,-79.445351342,309186.492,4843646.358
286710,4153062,2017,2020,1918,TCHC,04,Parkdale-High Park,22 O'HARA AVE,3,13,2020-10-20,79,Evaluation needs to be conducted in 2 years,15,3,3,5,4,4,4,N/A,4,N/A,N/A,3,4,5,4,4,4,N/A,4,4,N/A,S0435,43.6419758468,-79.4348296425,310042.331,4833338.397
286711,4154637,2017,2020,1960,PRIVATE,06,York Centre,118 OVERBROOK PL,3,17,2020-10-20,85,Evaluation needs to be conducted in 2 years,17,4,5,5,4,4,4,N/A,4,N/A,4,4,4,5,4,4,4,5,4,4,N/A,N0624,43.7635291966,-79.4550418011,308404.48,4846841.319
286712,4153017,2017,2020,1964,PRIVATE,04,Parkdale-High Park,21 MAYNARD AVE,11,117,2020-10-20,77,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,N/A,3,4,3,4,4,5,4,4,4,3,4,2,N/A,S0436,43.6381531633,-79.4373955962,309835.623,4832913.577
286713,4155150,2017,2020,1950,PRIVATE,05,York South-Weston,166 QUEENS DR,3,11,2020-10-20,76,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,3,N/A,4,N/A,3,4,3,5,4,5,4,N/A,4,3,N/A,W0525,43.7065405201,-79.510586885,303931.264,4840509.34
286714,4154258,2018,2020,1973,PRIVATE,07,Humber River-Black Creek,5 DAMASK AVE,3,12,2020-10-20,65,Evaluation needs to be conducted in 1 year,16,3,3,4,3,2,4,N/A,2,N/A,N/A,3,3,5,4,3,3,2,5,3,N/A,W0728,43.7417028619,-79.5393075079,301618.527,4844416.354
286715,4155767,2017,2020,1960,PRIVATE,06,York Centre,10 ELLISON AVE,3,12,2020-10-20,70,Evaluation needs to be conducted in 2 years,16,3,4,4,4,3,3,N/A,3,N/A,N/A,3,3,5,4,3,3,4,3,4,N/A,N0629,43.7500169368,-79.4379486649,309781.844,4845341.052
286716,4155993,2017,2020,1973,PRIVATE,05,York South-Weston,2460 WESTON RD,27,214,2020-10-20,74,Evaluation needs to be conducted in 2 years,19,4,3,5,4,3,4,3,4,4,3,3,4,5,3,4,4,3,4,3,N/A,W0521,43.7078718117,-79.5341521524,302032.14,4840657.833
286717,4155145,NA,2020,1954,PRIVATE,05,York South-Weston,137 WOODWARD AVE,3,11,2020-10-20,63,Evaluation needs to be conducted in 1 year,15,3,3,4,3,2,3,N/A,3,N/A,N/A,3,3,5,3,3,2,N/A,4,3,N/A,W0525,43.7095795164,-79.5073998504,304188.144,4840846.9
286718,4155146,2018,2020,1945,PRIVATE,05,York South-Weston,139 WOODWARD AVE,3,10,2020-10-20,65,Evaluation needs to be conducted in 1 year,16,3,3,4,3,2,3,N/A,3,N/A,3,3,3,5,3,4,3,N/A,4,3,N/A,W0525,43.7096316006,-79.5071555325,304207.833,4840852.683
286719,4155147,2020,2020,1954,PRIVATE,05,York South-Weston,141 WOODWARD AVE,3,11,2020-10-20,66,Evaluation needs to be conducted in 2 years,16,3,3,4,3,3,3,N/A,3,N/A,3,3,3,5,3,4,3,N/A,4,3,N/A,W0525,43.7096923975,-79.5068983102,304228.562,4840859.434
286720,4155149,2017,2020,1953,PRIVATE,05,York South-Weston,145 WOODWARD AVE,3,11,2020-10-20,78,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,3,N/A,3,N/A,4,4,4,4,4,4,4,N/A,4,4,N/A,W0525,43.7098157296,-79.5063954435,304269.088,4840873.131
286721,4154580,2017,2020,1962,TCHC,06,York Centre,12 KING HIGH AVE,3,31,2020-10-20,86,Evaluation needs to be conducted in 3 years,16,5,4,5,5,4,5,4,4,N/A,N/A,4,3,4,4,5,5,N/A,4,4,N/A,N0629,43.7362282425,-79.4430990859,309368.074,4843808.919
286722,4155782,2017,2020,1965,TCHC,01,Etobicoke North,101 KENDLETON DR,7,221,2020-10-20,70,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,4,3,3,4,N/A,3,4,5,3,4,4,3,4,3,N/A,W0123,43.7383578677,-79.580925169,298266.007,4844047.228
286723,4156208,2017,2020,1965,TCHC,01,Etobicoke North,121 KENDLETON DR,11,194,2020-10-20,69,Evaluation needs to be conducted in 2 years,18,2,2,5,3,4,4,2,3,4,N/A,3,5,5,3,4,3,3,4,3,N/A,W0123,43.7376027043,-79.5808305747,298273.543,4843963.329
286724,4154235,2017,2020,1970,PRIVATE,07,Humber River-Black Creek,45 DRIFTWOOD AVE,14,137,2020-10-20,67,Evaluation needs to be conducted in 2 years,18,4,3,3,4,3,4,3,3,3,N/A,3,3,5,3,3,3,3,4,3,N/A,W0730,43.7511483154,-79.5114796645,303860.109,4845464.976
286725,4154236,2017,2020,1971,PRIVATE,07,Humber River-Black Creek,101 DRIFTWOOD AVE,4,32,2020-10-20,63,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,4,3,3,3,N/A,3,3,5,3,3,3,2,4,3,N/A,W0730,43.754502975,-79.513280684,303714.863,4845838.642
286726,4155922,2017,2020,1972,TCHC,04,Parkdale-High Park,3725 DUNDAS ST W,10,153,2020-10-20,83,Evaluation needs to be conducted in 2 years,19,5,3,5,4,4,4,5,4,4,N/A,4,4,4,4,4,4,4,4,4,5,S0421,43.6653702089,-79.4987991022,304881.171,4835935.439
286727,4155657,2017,2020,1973,TCHC,02,Etobicoke Centre,7 CAPRI RD,20,275,2020-10-20,78,Evaluation needs to be conducted in 2 years,19,3,4,5,3,3,4,3,3,3,N/A,4,5,5,4,5,5,3,4,3,5,W0232,43.652915828,-79.564476577,299618.342,4834530.235
286728,4281257,2017,2020,1960,PRIVATE,06,York Centre,1395 SHEPPARD AVE W,3,40,2020-10-20,84,Evaluation needs to be conducted in 2 years,17,4,5,5,4,5,4,N/A,5,4,3,4,5,5,4,4,4,N/A,3,3,N/A,N0627,43.7440104,-79.4880842286,305748.977,4844715.406
286729,4154343,2017,2020,1959,PRIVATE,05,York South-Weston,2 PIMLICO RD,3,12,2020-10-20,87,Evaluation needs to be conducted in 3 years,15,4,4,5,4,4,4,N/A,4,N/A,N/A,5,3,5,5,5,4,N/A,5,4,N/A,W0526,43.7078158856,-79.4828804419,306164.176,4840651.059
286730,4154570,2017,2020,1958,PRIVATE,06,York Centre,411 WILSON AVE,3,10,2020-10-19,85,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,N/A,4,N/A,N/A,4,5,5,4,4,4,4,5,4,N/A,N0633,43.7360797537,-79.4390470159,309694.484,4843792.649
286731,4154569,2017,2020,1960,PRIVATE,06,York Centre,415 WILSON AVE,3,10,2020-10-19,76,Evaluation needs to be conducted in 2 years,16,3,4,5,3,3,4,N/A,4,N/A,N/A,4,4,5,3,4,4,3,4,4,N/A,N0633,43.7360202186,-79.4393431716,309670.633,4843786.018
286732,4155781,2017,2020,1965,TCHC,01,Etobicoke North,111 KENDLETON DR,7,58,2020-10-19,80,Evaluation needs to be conducted in 2 years,18,5,4,5,4,5,3,3,3,3,N/A,3,5,5,4,4,4,4,5,3,N/A,W0123,43.7378797045,-79.581199625,298243.847,4843994.13
286733,4154271,2017,2020,1967,PRIVATE,07,Humber River-Black Creek,4500 JANE ST,14,163,2020-10-19,72,Evaluation needs to be conducted in 2 years,19,4,3,4,3,3,4,3,4,3,4,4,3,4,3,4,4,3,4,4,N/A,W0724,43.7664686055,-79.5204750811,303136.099,4847167.134
286734,4156195,2017,2020,1967,TCHC,07,Humber River-Black Creek,415 DRIFTWOOD AVE,16,135,2020-10-19,71,Evaluation needs to be conducted in 2 years,19,3,4,3,3,4,4,3,3,3,3,3,3,5,4,3,3,5,4,4,N/A,W0725,43.7673194757,-79.5164765451,303458.049,4847261.584
286735,4154364,2017,2020,1960,PRIVATE,06,York Centre,833 WILSON AVE,3,12,2020-10-19,69,Evaluation needs to be conducted in 2 years,15,3,3,5,3,3,3,N/A,3,N/A,N/A,3,4,5,3,4,3,N/A,4,3,N/A,N0632,43.7311624892,-79.4634709632,307727.291,4843245.201
286736,4154363,2017,2020,1960,PRIVATE,06,York Centre,835 WILSON AVE,3,12,2020-10-19,69,Evaluation needs to be conducted in 2 years,15,3,3,5,3,3,3,N/A,3,N/A,N/A,3,4,5,3,4,3,N/A,4,3,N/A,N0632,43.7310655422,-79.463884833,307693.954,4843234.416
286737,4155620,2017,2020,1970,TCHC,07,Humber River-Black Creek,4400 JANE ST,12,164,2020-10-19,64,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,3,2,3,3,N/A,3,3,5,4,3,4,5,4,2,N/A,W0724,43.7652223646,-79.5201417348,303162.909,4847028.675
286738,4155617,2017,2020,1971,TCHC,07,Humber River-Black Creek,2999 JANE ST,15,188,2020-10-19,72,Evaluation needs to be conducted in 2 years,19,3,3,3,3,5,4,3,3,3,3,4,3,4,4,4,4,4,4,4,N/A,W0730,43.7543465007,-79.5161715175,303482.324,4845820.354
286739,4154342,2017,2020,1960,PRIVATE,05,York South-Weston,1570 LAWRENCE AVE W,6,87,2020-10-19,81,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,3,4,3,5,5,4,4,5,3,4,4,N/A,W0526,43.7066390346,-79.4883790039,305721.056,4840520.254
286740,4154344,2017,2020,1963,PRIVATE,05,York South-Weston,1524 LAWRENCE AVE W,6,76,2020-10-19,80,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,4,3,4,4,4,4,4,5,4,5,4,4,4,3,N/A,W0526,43.707356219,-79.485039044,305989.957,4840600.919
286741,4169109,2017,2020,1967,PRIVATE,05,York South-Weston,1442 LAWRENCE AVE W,13,214,2020-10-19,69,Evaluation needs to be conducted in 2 years,18,4,4,3,2,3,3,3,3,3,N/A,3,4,4,3,4,5,4,3,4,N/A,W0526,43.7089535721,-79.4805254034,306428.133,4840717.808
286742,4154232,2017,2020,1960,PRIVATE,07,Humber River-Black Creek,2900 JANE ST,14,183,2020-10-19,73,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,3,4,4,3,3,3,4,3,4,4,3,4,4,N/A,W0729,43.7531434812,-79.5178280471,303348.899,4845686.734
286743,4155623,2017,2020,1955,TCHC,05,York South-Weston,1620 LAWRENCE AVE W,3,13,2020-10-19,76,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,5,N/A,4,N/A,N/A,3,4,5,3,4,4,5,4,4,4,W0526,43.7064506482,-79.4893217524,305627.966,4840469.963
286744,4155624,2017,2020,1955,TCHC,05,York South-Weston,1622 LAWRENCE AVE W,3,20,2020-10-19,78,Evaluation needs to be conducted in 2 years,16,3,3,4,3,3,5,N/A,4,N/A,N/A,3,4,5,3,4,5,5,4,4,N/A,W0526,43.706344038,-79.4898898343,305599.298,4840487.469
286745,4154340,2017,2020,1994,SOCIAL HOUSING,05,York South-Weston,1630 LAWRENCE AVE W,8,100,2020-10-19,76,Evaluation needs to be conducted in 2 years,19,4,3,5,4,3,4,4,3,3,4,3,3,5,4,4,4,N/A,4,4,4,W0526,43.7061669759,-79.4914250122,305475.573,4840467.787
286746,4154341,2017,2020,1965,PRIVATE,05,York South-Weston,1640 LAWRENCE AVE W,9,92,2020-10-19,80,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,3,4,5,3,N/A,3,4,5,4,4,4,5,5,4,N/A,W0526,43.7058159732,-79.4929514926,305352.55,4840428.784
286747,4155340,2017,2020,1966,PRIVATE,02,Etobicoke Centre,10 ALLANHURST DR,11,108,2020-10-19,78,Evaluation needs to be conducted in 2 years,19,5,4,5,3,4,4,4,3,4,N/A,3,4,5,4,4,4,4,4,2,4,W0230,43.6806469466,-79.5103162763,303952.614,4837632.73
286748,4155692,2017,2020,1971,PRIVATE,01,Etobicoke North,1875 MARTIN GROVE RD,12,88,2020-10-18,89,Evaluation needs to be conducted in 3 years,18,4,4,5,3,5,5,4,4,5,N/A,4,5,5,5,4,5,5,5,3,N/A,W0123,43.7432814617,-79.5941314137,297202.887,4844595.353
286749,4156430,2017,2020,1972,TCHC,07,Humber River-Black Creek,7 ARLETA AVE,4,201,2020-10-16,65,Evaluation needs to be conducted in 1 year,19,3,3,3,3,3,3,3,3,3,N/A,2,4,5,4,3,4,3,4,3,3,W0732,43.7420099966,-79.5008716177,304714.372,4844449.658
286750,4154263,2017,2020,1967,PRIVATE,07,Humber River-Black Creek,25 STONG CRT,14,151,2020-10-16,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,3,4,4,N/A,4,4,5,4,5,4,4,4,4,4,W0725,43.7615247984,-79.5177662952,303354.08,4846617.84
286751,4155991,2017,2020,1972,TCHC,07,Humber River-Black Creek,11 ARLETA AVE,4,171,2020-10-16,66,Evaluation needs to be conducted in 2 years,19,3,3,3,3,3,2,3,3,3,N/A,3,4,5,4,4,3,4,4,3,3,W0732,43.7429406222,-79.5009610922,304707.169,4844553.048
286752,4154265,2017,2020,1969,PRIVATE,07,Humber River-Black Creek,310 NISKA RD,13,167,2020-10-16,76,Evaluation needs to be conducted in 2 years,19,3,3,3,5,3,4,4,4,3,3,4,4,5,4,4,4,5,4,3,N/A,W0725,43.7651648539,-79.5094578761,304023.117,4847022.12
286753,4288285,2018,2020,2016,PRIVATE,07,Humber River-Black Creek,6 VENA WAY,10,186,2020-10-15,98,Evaluation needs to be conducted in 3 years,19,5,5,4,5,5,5,5,4,5,N/A,5,5,5,5,5,5,5,5,5,5,W0728,NA,NA,301514.496,4845402.639
286754,4288287,2018,2020,2016,PRIVATE,07,Humber River-Black Creek,10 VENA WAY,10,176,2020-10-15,98,Evaluation needs to be conducted in 3 years,19,5,5,4,5,5,5,5,4,5,N/A,5,5,5,5,5,5,5,5,5,5,W0728,NA,NA,301509.893,4845429.881
286755,4288282,2018,2020,2017,PRIVATE,07,Humber River-Black Creek,2 VENA WAY,29,272,2020-10-15,99,Evaluation needs to be conducted in 3 years,19,5,5,5,5,4,5,5,5,5,N/A,5,5,5,5,5,5,5,5,5,5,W0728,NA,NA,301457.184,4845294.472
286756,4154259,2017,2020,1984,TCHC,07,Humber River-Black Creek,3101 WESTON RD,18,176,2020-10-15,70,Evaluation needs to be conducted in 2 years,20,3,3,4,3,4,3,3,3,3,3,4,4,5,3,4,3,3,5,4,3,W0733,43.733312244,-79.537225843,301785.494,4843485.091
286757,4154644,2017,2020,1964,PRIVATE,06,York Centre,11 GOLDFINCH CRT,15,174,2020-10-15,86,Evaluation needs to be conducted in 3 years,20,4,4,5,4,4,3,5,5,5,4,5,4,5,5,4,4,5,4,3,4,N0624,43.7719556652,-79.4498156824,308824.704,4847777.717
286758,4154378,2017,2020,1960,PRIVATE,06,York Centre,923-925 WILSON AVE,3,23,2020-10-15,76,Evaluation needs to be conducted in 2 years,15,3,4,5,4,4,3,N/A,4,N/A,N/A,4,4,5,3,4,3,N/A,4,3,N/A,N0632,43.729832928,-79.468851985,307285.663,4843110.586
286759,4156530,2017,2020,1960,PRIVATE,06,York Centre,927-931 WILSON AVE,3,36,2020-10-15,76,Evaluation needs to be conducted in 2 years,15,3,4,5,3,4,3,N/A,4,N/A,N/A,3,4,5,3,4,4,N/A,4,4,N/A,N0632,43.729758711,-79.469616321,307204.644,4843087.433
